#OTU ID	S324	S164	S400	S346	S145	S568	S389	S459	S566	S579	S532	S332	S119	S147	S112	S169	S325	S105	S355	S165	S55	S229	S116	S58	S176	S507	S490	S565	S161	S341	S511	S571	S92	S354	S557	S174	S71	S113	S166	S533	S580	S168	S554	S516	S100	S508	S336	S276	S267	S111	S638	S647	S668	S196	S210	S632	S76	S436	S603	S683	S21	S454	S644	S678	S456	S425	S642	S599	S687	S674	S433	S320	S653	S663	S648	S423	S303	S444	S662	S288	S596	S435	S602	S637	S80	S260	S37	S90	S453	S428	S438	S701	S645	S604	S286	S608	S609	S698	S643	S685	S652
Otu000148_Planococcaceae_unclassified	337	2	0	5	0	1	16	0	0	0	0	0	0	0	1	1	0	0	0	1	36	56	0	5	0	0	1	0	5	0	1	0	7	0	0	0	5	0	5	1	11	0	2	30	14	0	0	2	0	0	4	0	3	3	5	0	8	1	12	7	0	2	4	3	0	3	1	19	56	2	0	16	2	0	0	0	0	21	1	0	0	0	17	11	0	35	0	0	0	2	0	6	1	9	0	8	0	2	0	1	14
Otu000149_67-14_ge	67	1	0	0	2	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	40	67	0	16	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	0	29	2	1	9	0	1	14	13	0	67	1	0	22	5	9	21	15	5	2	65	58	0	0	0	0	7	5	121	0	0	17	3	7	24	0	0	23	1	0	9	2	5	58	3	48	6	8	18	7
Otu000150_Comamonadaceae_unclassified	582	3	0	26	1	1	0	62	0	5	25	82	0	0	0	0	32	9	0	19	16	4	1	28	10	0	51	0	0	37	0	0	0	0	0	0	37	7	7	83	8	1	1	0	36	0	22	5	53	19	52	0	1	20	2	0	5	3	2	0	2	18	7	0	22	13	42	0	6	3	3	5	4	1	0	0	3	3	2	0	20	1	2	25	0	9	0	1	6	10	0	4	0	9	50	2	6	2	12	1	0
Otu000151_Sphingomonas	277	1	0	0	13	0	0	6	1	0	0	0	0	1	2	0	0	0	0	1	4	27	0	16	6	15	1	1	13	1	0	0	24	0	0	42	0	0	3	0	1	5	0	0	28	0	15	2	0	0	15	0	1	20	21	6	21	1	0	0	23	5	5	1	8	3	0	19	0	2	0	10	0	39	0	201	0	19	1	0	21	2	29	4	1	2	13	2	5	2	3	0	1	2	0	2	4	0	35	11	7
Otu000152_Pseudomonas	0	15	0	12	0	100	0	0	0	262	1084	0	0	0	0	1	0	0	12	0	0	0	11	17	737	138	26	0	0	21	0	100	0	0	1	0	0	0	0	175	7	1	9	0	0	46	0	0	0	0	0	7	5	0	6	0	0	4	1	0	0	0	0	4	0	0	0	0	10	0	14	12	1	14	0	5	0	0	93	0	0	0	0	0	0	0	0	0	0	2	3	0	1	0	29	0	0	0	0	0	0
Otu000154_Devosia	5	116	5	4	39	112	0	11	0	5	3	0	8	3	0	13	0	0	3	1	5	3	14	8	8	3	8	150	0	4	2	3	0	1	18	4	27	1	32	0	0	7	82	0	0	39	1	9	0	0	3	1	13	15	4	8	0	8	13	4	3	1	4	25	1	13	3	0	18	10	8	11	26	11	7	22	0	24	12	0	1	12	7	0	0	0	12	5	8	29	11	14	16	24	15	7	0	5	11	10	3
Otu000155_uncultured	305	2	0	0	0	0	0	2	0	0	0	34	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	52	1	0	0	6	0	0	0	0	0	0	0	0	0	15	31	46	3	0	20	8	28	9	18	30	30	22	5	63	26	27	9	37	6	44	18	51	3	7	0	0	1	9	19	1	36	4	11	12	1	1	1	31	15	9	17	14	19	76	13	12	3	10	45	4
Otu000156_Nocardiaceae_unclassified	0	16	0	0	4	1	8	20	0	6	0	0	13	1	0	13	0	0	2	39	9	5	5	31	7	0	15	20	0	0	4	0	0	1	23	0	1	8	1	0	0	85	5	0	80	0	24	23	0	0	3	1	22	7	31	0	15	1	0	3	12	7	24	5	6	2	5	10	2	20	4	23	21	0	10	15	0	0	5	4	13	5	19	1	2	5	5	0	3	8	1	38	16	6	0	31	6	21	6	23	4
Otu000157_Skermanella	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	34	9	3	16	9	0	0	37	1	2	50	23	11	16	22	33	21	1	28	2	19	5	11	3	3	3	0	0	8	14	43	14	3	6	0	17	0	0	15	36	25	3	12	49	14	13	7	2	16	12	3
Otu000158_Brevundimonas	82	7	0	46	0	2	0	12	0	0	0	1	0	0	1	0	0	1	0	2	0	5	15	1	0	3	66	0	0	8	0	1	0	0	2	16	17	0	1	0	9	0	20	0	0	9	0	0	0	17	27	33	4	9	13	3	6	6	10	1	6	11	15	50	12	35	31	12	48	3	13	5	17	26	4	21	0	3	7	12	31	6	11	10	37	10	0	0	6	35	10	5	12	21	47	49	12	11	9	6	1
Otu000159_Oxalobacteraceae_unclassified	2	28	0	229	0	296	6	0	0	0	48	0	60	0	0	30	0	0	15	10	0	0	15	0	1	0	0	0	0	8	2	5	0	14	0	0	1	0	93	191	1	201	2	0	0	19	0	0	0	0	8	9	19	5	2	1	1	3	38	48	0	7	18	6	6	11	4	12	4	5	3	7	2	6	6	7	0	7	5	0	8	1	14	8	1	4	4	0	10	11	2	17	0	1	0	4	4	1	15	1	38
Otu000160_Myxococcaceae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	14	4	6	21	2	50	3	0	2	204	0	5	12	0	3	3	8	0	1	0	0	0	12	41	0	2	0	2	13	7	0	0	5	3	1	0	1	11	67	83	1	16	0	0	0
Otu000161_Nocardioides	13	18	0	2	0	4	0	4	0	1	0	0	1	0	0	0	0	0	1	1	3	0	0	1	9	0	5	7	0	1	1	1	0	2	1	1	0	0	8	0	0	0	2	0	0	1	1	4	0	0	19	12	2	17	31	2	0	14	7	3	21	6	48	38	4	3	14	10	16	6	13	20	19	9	8	3	0	6	11	0	5	8	2	13	26	1	1	0	16	5	18	8	9	10	50	2	0	21	8	10	18
Otu000162_Ilumatobacter	139	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	2	0	0	0	0	1	0	0	1	0	24	0	0	0	13	0	0	2	1	1	0	0	0	0	31	48	30	28	0	26	0	28	2	33	5	52	26	1	44	87	41	7	58	11	23	0	72	8	8	2	0	1	35	3	0	10	0	15	1	1	0	6	23	89	14	24	39	11	38	0	1	4	9	27	8
Otu000163_Massilia	53	0	0	5	0	0	0	91	1	12	0	0	57	0	208	0	130	0	0	1	0	0	2	0	0	0	68	0	0	2	47	0	0	0	1	0	0	0	6	0	0	0	0	0	83	0	0	0	2	0	0	0	5	1	2	1	2	0	17	20	0	16	1	5	0	10	0	100	107	0	1	0	0	0	3	59	0	0	0	0	20	0	77	0	8	0	4	0	4	9	2	5	1	29	1	5	4	4	6	4	1
Otu000164_Polymorphobacter	197	164	4	0	0	10	0	0	0	2	0	0	4	2	0	1	0	0	0	0	2	0	36	106	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	4	0	0	0	0	0	3	20	15	1	10	19	13	0	1	3	0	1	0	0	66	4	0	0	4	14	0	1	11	8	35	0	0	18	0	0	14	0	1	34	0	0	0	0	24	26	19	1	3	0	0	41	10	0	0	0
Otu000165_Cellvibrio	107	37	0	904	0	30	9	2	0	0	14	21	0	0	0	0	0	0	0	0	0	0	36	0	0	0	41	0	0	0	0	4	0	0	0	0	38	0	4	142	11	1	0	0	2	13	2	4	0	0	68	15	11	0	1	1	25	28	0	0	0	1	0	14	16	20	115	0	1	35	15	0	6	0	0	0	0	12	32	0	0	0	0	39	0	0	24	0	14	30	1	3	0	9	0	0	0	0	25	2	17
Otu000166_uncultured	8	5	0	3	0	0	0	22	0	1	0	0	0	0	0	0	0	0	0	3	1	196	2	3	0	0	0	0	0	22	2	0	0	0	7	0	0	1	2	0	0	0	16	0	0	0	154	0	0	0	0	8	6	45	39	0	0	26	1	6	0	9	4	10	7	17	0	4	0	1	55	23	5	23	4	0	0	4	1	0	3	17	0	0	0	5	0	0	14	6	3	4	5	1	0	0	4	7	4	0	6
Otu000167_Undibacterium	7	2	0	1	1	0	0	0	0	0	0	48	0	0	7	1	0	0	0	2	0	0	0	4	5	0	1	0	0	0	0	0	0	0	0	85	9	0	0	0	0	0	0	0	0	0	6	0	38	1	0	3	1	13	57	0	0	3	0	1	62	0	1	0	0	1	0	0	7	6	2	37	8	28	0	35	127	0	2	0	0	2	1	5	57	0	345	79	1	10	11	11	1	0	3	1	0	0	0	2	0
Otu000168_Micrococcaceae_unclassified	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	1	4	0	0	0	0	38	14	0	4	2	0	0	0	0	0	1	6	0	0	0	0	25	0	0	0	0	0	0	15	0	33	1	2	1	0	0	0	6	21	0	17	119	5	1	2	3	15	49	14	6	56	5	1	3	16	7	5	10	4	2	3	27	0	4	13	0	0	2	2	0	7	57	0	13	4	0	15	0	4	9
Otu000169_Nocardioides	24	3	0	1	0	0	0	2	1	4	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	52	15	1	8	9	38	32	55	4	54	35	5	81	2	3	35	71	13	36	31	100	9	9	1	0	2	37	3	4	30	5	0	1	8	0	0	44	3	10	30	24	1	20	4	7	38	1	41	9
Otu000171_Peredibacter	29	90	3	16	0	13	0	3	0	0	4	0	23	0	0	1	0	0	0	1	0	0	56	3	0	3	0	0	0	141	0	0	0	0	0	0	4	0	0	49	6	2	1	5	0	3	0	0	0	0	8	15	10	0	8	5	0	37	5	22	14	6	7	55	36	7	16	8	14	13	62	16	10	3	1	0	0	2	11	6	6	13	9	9	0	8	6	35	10	29	8	13	22	7	0	3	0	7	14	10	3
Otu000172_Massilia	7	0	0	0	1	2	0	57	0	22	1	0	21	0	135	1	304	0	0	0	7	0	2	0	3	0	74	0	0	2	4	0	0	0	7	0	0	0	3	0	0	0	0	0	125	0	0	0	8	0	0	0	9	2	7	3	2	1	7	0	0	3	3	0	0	6	0	2	67	0	1	1	0	0	9	93	0	0	0	1	50	0	6	1	2	0	14	0	6	5	0	0	0	44	0	0	30	0	0	5	0
Otu000173_Iamia	23	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	22	20	8	0	19	49	21	13	8	21	25	10	3	21	7	10	3	13	7	17	1	26	8	3	0	0	1	15	5	0	13	0	0	0	2	46	0	29	4	8	16	7	12	0	3	2	11	6	16	2
Otu000174_Acetobacteraceae_unclassified	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	9	0	8	1	0	1	0	1	11	0	0	1	0	10	19	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	36	0	0	0	0	0	0	0	4	307	0	0
Otu000175_Actinobacteria_unclassified	0	0	0	11	68	2	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	4	0	57	3	3	0	0	0	0	0	4	0	0	6	0	3	0	0	3	4	0	0	0	2	0	0	0	0	0	198	1	13	14	0	0	0	0	0	13	0	474	0	9	2	0	0	20	0	1	3	1	23	0	38	0	0	19	0	8	0	3	0	1	0	109	0	2	0	0	0	2	0	0	0	0	1	0	0	0
Otu000177_Cellvibrio	43	2	0	90	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	3	0	20	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	26	0	77	3	0	1	6	22	8	0	0	9	0	6	2	55	15	2	3	1	18	1	0	0	0	0	0	4	1	0	0	0	0	50	0	0	0	0	7	7	2	9	0	9	0	9	5	3	15	0	0
Otu000178_Marmoricola	125	3	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	26	0	1	0	0	0	0	0	0	16	1	0	0	0	9	9	10	2	1	0	32	19	34	11	51	14	12	23	4	5	19	28	4	31	35	12	5	3	0	0	11	12	7	10	19	20	2	0	70	1	1	11	6	9	3	5	13	7	18	4	42	1	14	12
Otu000179_Gaiella	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	27	43	5	0	6	9	4	15	17	0	46	9	2	13	4	7	17	11	4	19	24	8	1	4	0	0	7	7	19	7	10	18	1	0	22	0	0	15	3	0	7	6	2	0	2	2	17	7	20	15
Otu000180_Pseudomonas	4	2	0	56	0	0	0	8	0	0	90	11	1	3	1	6	4	0	4	323	11	3	217	0	3	5	4	0	14	458	0	0	0	0	0	41	0	2	8	8	4	0	0	0	7	6	25	0	10	0	1	0	0	1	3	2	20	0	9	0	0	1	0	18	4	1	2	0	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	4	45	2	6	0	0	2	2	0	0	8	0	0	4	0	65	0	0
Otu000182_Reyranella	187	2	0	0	0	0	0	14	0	0	0	0	0	0	0	2	0	0	0	2	4	19	1	1	0	0	5	2	0	0	0	2	0	0	0	0	28	39	0	0	0	0	8	7	0	0	0	0	0	4	23	10	23	0	0	6	0	3	3	11	8	37	3	0	23	7	5	13	5	1	2	0	15	1	1	1	0	0	11	4	0	0	6	9	0	8	0	0	28	8	0	2	7	4	16	1	11	4	7	11	11
Otu000183_Arenimonas	0	10	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	130	15	0	0	0	0	2	0	0	0	0	0	0	0	6	50	4	2	0	0	48	19	3	77	1	40	11	2	9	2	3	31	13	13	21	27	6	2	6	0	0	20	4	0	1	21	7	0	0	1	0	0	18	0	6	1	7	4	0	1	2	21	0	6	29
Otu000184_Intrasporangiaceae_unclassified	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	4	0	0	10	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	85	10	13	1	210	5	83	43	24	4	41	10	58	34	14	2	17	43	8	75	12	46	0	8	0	0	2	1	5	16	70	19	1	1	9	0	1	36	7	29	16	18	3	3	2	0	33	4	13	2
Otu000185_Hyphomicrobium	147	8	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	3	1	0	0	0	0	7	33	23	13	0	21	0	24	4	5	35	13	3	2	30	1	14	6	12	4	7	0	18	10	3	0	0	3	17	0	5	20	11	3	3	0	0	0	19	11	22	17	8	4	0	15	31	3	3	4	2
Otu000186_Xanthomonas	35	30	254	2	16	5	0	0	0	6	6	0	0	81	0	0	0	0	1	11	73	12	23	56	17	2	2	0	2	0	0	36	0	11	15	0	0	0	2	54	17	129	2	0	1	0	0	28	19	0	3	0	1	0	0	7	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	4	4	0	2	0
Otu000187_Methylotenera	0	0	0	3	0	132	1	0	0	1	0	0	0	0	0	0	0	0	71	0	11	95	19	21	85	0	24	0	0	0	1	0	0	0	110	1	47	0	0	0	3	0	5	1	0	0	0	0	0	0	11	35	0	5	17	0	0	1	1	28	7	0	57	3	0	30	29	2	0	3	0	1	8	6	21	0	0	6	1	0	45	1	9	10	7	0	0	0	0	9	0	8	6	0	0	0	0	11	25	0	38
Otu000188_67-14_ge	23	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	272	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	6	2	7	3	1	14	1	1	40	0	11	1	0	2	0	7	87	7	1	1	40	4	0	0	0	0	0	3	106	0	3	59	0	0	82	0	0	0	2	0	0	2	1	0	0	1	1	0	5	25
Otu000191_Pajaroellobacter	45	1	1	4	1	1	0	0	0	0	0	0	2	0	0	4	0	0	0	0	3	36	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	10	0	0	0	0	0	0	9	0	0	0	0	15	5	5	3	5	12	3	27	0	23	18	11	3	2	25	5	17	19	4	2	10	18	3	3	1	0	0	6	3	1	0	11	11	15	0	29	17	0	10	13	4	9	0	2	0	7	0	3	15	1	14
Otu000194_uncultured	94	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	1	0	0	0	0	0	16	0	1	0	0	0	0	0	0	0	7	11	0	8	0	6	0	29	5	25	0	75	0	2	1	2	10	25	23	1	30	50	44	1	0	0	0	3	2	87	6	13	33	1	0	9	0	0	36	0	0	2	0	9	0	1	11	4	1	17	7
Otu000195_Alcaligenaceae_unclassified	1	37	0	9	5	155	1	8	0	70	0	2	3	5	0	26	0	4	5	41	0	0	48	0	0	2	41	0	0	41	11	10	0	1	4	13	5	0	76	0	1	98	0	0	10	45	2	0	6	1	1	0	0	6	7	0	0	0	0	0	0	7	4	8	0	4	2	2	3	21	2	5	0	1	6	25	34	10	2	0	1	1	10	0	0	4	7	152	0	0	0	1	2	1	0	1	3	10	0	0	1
Otu000196_Rhodopseudomonas	0	35	0	1	30	2	0	0	0	3	0	0	1	1	1	6	0	0	2	1	0	609	3	0	34	6	6	0	1	0	0	0	0	5	0	0	2	0	11	0	4	2	0	1	0	5	27	0	0	0	11	0	14	49	6	7	10	1	1	8	0	3	1	3	14	1	0	14	0	9	0	6	7	2	1	1	0	18	1	0	0	0	6	5	0	42	21	0	18	3	0	3	0	2	0	2	0	0	7	1	5
Otu000198_Clavibacter	0	5	0	0	0	33	0	8	0	83	0	3	176	153	1	44	0	0	3	66	6	0	0	7	0	0	3	22	0	0	129	6	1	11	26	0	0	0	31	0	5	104	17	0	0	2	21	47	0	0	0	2	4	0	8	0	0	0	0	5	2	0	38	11	2	0	0	0	7	164	0	4	6	40	117	3	0	2	11	0	18	0	10	0	0	0	3	2	1	1	0	85	27	0	0	1	0	121	0	9	6
Otu000199_Romboutsia	7	892	0	3	2	0	15	0	0	0	0	0	2	0	0	0	0	0	0	4	1	47	0	8	0	0	0	0	0	0	0	0	7	0	0	0	76	0	16	0	0	4	0	6	0	0	0	4	0	0	0	0	1	13	0	0	0	0	1	27	0	2	0	0	0	0	10	53	3	1	0	9	0	0	0	0	0	164	0	23	0	0	31	5	0	1	0	0	0	4	0	3	0	0	0	0	8	0	0	0	15
Otu000201_Rhizobiaceae_unclassified	66	3	0	1	0	2	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	36	0	23	0	0	4	1	0	0	0	0	0	0	0	22	17	34	14	6	11	1	13	2	16	5	8	6	3	10	22	15	7	6	7	14	12	16	4	4	4	0	8	8	18	3	4	2	14	19	26	1	0	6	23	12	13	10	17	0	6	2	10	15	4	7
Otu000203_Gaiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	4	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	30	0	0	0	1	30	42	2	1	2	0	10	11	25	11	31	21	1	25	3	7	37	9	1	16	26	15	1	4	0	0	3	5	17	2	14	29	0	0	6	0	0	12	3	3	4	22	0	0	7	9	12	1	10	8
Otu000204_Arenimonas	34	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	3	0	0	0	0	0	0	0	0	0	3	94	0	0	0	0	1	0	1	0	0	0	0	0	0	0	5	27	13	4	59	1	0	5	0	21	0	16	9	2	0	4	6	14	5	2	6	15	1	0	3	0	0	23	4	0	17	1	2	5	5	3	12	0	8	22	6	0	13	2	0	0	0	3	6	1	3
Otu000207_Pseudonocardia	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	12	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	21	24	1	3	0	0	5	16	24	18	0	20	19	4	12	24	20	13	7	4	16	1	26	3	4	0	0	4	40	2	1	16	12	2	7	9	0	0	18	13	9	7	4	12	0	29	10	24	1	10	3
Otu000209_Ilumatobacter	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	7	0	0	0	1	0	0	19	13	12	11	0	3	0	48	8	6	11	32	2	4	38	15	11	1	18	2	42	21	21	10	1	0	0	2	29	7	4	46	2	1	5	0	0	0	16	0	11	5	10	5	0	9	6	0	2	8	10
Otu000210_Cellulomonas	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	1	0	0	0	0	0	32	0	0	0	1	2	0	0	0	0	0	26	0	0	0	3	42	2	0	0	2	0	17	359	9	36	9	30	9	86	23	3	4	41	12	7	3	17	0	3	1	0	2	0	0	4	8	8	124	1	0	17	0	4	11	1	7	26	27	50	31	0	131	4	8	2
Otu000211_Iamia	32	42	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	5	0	1	0	0	0	5	0	0	1	0	0	0	0	0	22	0	0	1	0	0	0	0	0	0	3	0	0	0	0	9	27	22	19	2	23	0	45	3	4	0	7	11	2	25	46	12	0	17	18	39	3	34	14	9	2	0	11	18	0	0	20	0	0	35	3	1	0	11	48	23	9	8	15	5	3	0	11	1	8	0
Otu000212_Amaricoccus	7	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	65	0	0	1	0	0	0	0	0	0	0	0	0	0	14	16	21	3	0	47	5	15	12	1	7	18	16	2	37	44	24	2	37	9	9	2	39	1	3	0	0	0	8	8	12	11	0	6	1	3	0	0	30	49	3	15	20	31	8	16	0	10	9	12	0
Otu000214_Amaricoccus	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	13	0	20	4	5	39	0	39	2	2	0	0	4	3	4	0	12	39	17	0	9	1	3	0	44	0	1	0	0	0	7	0	4	3	0	0	27	0	0	0	7	30	5	12	2	15	0	0	20	0	4	9	0
Otu000216_Sphingomonadaceae_unclassified	100	116	0	10	0	335	7	3	0	5	0	0	1	0	0	3	0	0	7	4	0	0	37	0	7	0	29	0	0	0	2	7	0	0	5	8	79	0	54	0	0	58	11	0	0	17	0	1	0	0	1	15	7	8	17	0	0	6	0	7	30	0	12	55	0	35	0	0	7	13	13	0	2	17	12	6	0	23	4	0	0	5	0	0	5	0	0	9	0	13	8	3	3	0	4	1	13	4	4	2	0
Otu000218_Caulobacteraceae_unclassified	5	4	4	1	3	26	3	0	0	2	1	0	202	4	20	0	0	15	0	0	29	0	1	17	0	0	0	0	7	0	0	3	5	0	0	0	14	41	4	1	0	3	9	0	17	0	0	0	0	10	43	0	8	0	1	10	16	7	0	6	17	14	1	1	23	0	10	7	0	1	1	0	3	2	3	0	4	3	1	0	3	1	0	37	58	0	23	93	21	0	1	0	1	0	0	6	0	0	64	2	1
Otu000220_Arthrobacter	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	39	0	0	1	0	0	0	0	0	0	21	0	0	0	2	5	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	1	17	12	17	6	9	5	25	1	1	0	0	18	68	0	14	0	0	8	12	28	0	12	52	5	53	0	0	20	0	70	17	20	0	2	0	6	0	0	19	6	10	34	8	11	0	7	11	1	11	0
Otu000221_Mycobacterium	32	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	23	1	0	2	11	0	2	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	5	19	1	7	0	13	3	14	8	44	5	26	15	0	30	24	21	54	31	2	9	27	17	0	1	1	0	0	0	13	2	6	50	1	1	30	0	0	16	18	4	6	9	93	27	14	0	5	9	4	18
Otu000222_Candidatus_Ovatusbacter	0	18	0	1	0	1	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	36	0	0	19	1	13	0	6	0	3	70	4	1	14	22	1	3	10	22	6	0	0	0	44	8	0	0	5	0	0	29	3	0	0	0	7	10	47	4	17	57	1	2	5	0	4	12
Otu000224_Microvirga	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	52	0	0	0	0	12	2	2	0	1	7	4	13	18	58	70	16	3	95	7	4	17	42	3	2	9	50	0	3	1	0	0	3	88	12	3	28	2	0	2	0	0	81	5	0	17	23	8	64	102	0	7	0	43	8
Otu000226_Stenotrophomonas	1	0	0	0	0	0	0	2	1	0	0	0	0	0	138	1	0	0	2	4	0	1	1	0	0	0	4	0	0	50	1	0	0	1	0	1	0	0	0	0	2	0	0	0	3	0	3	2	0	2	0	4	0	0	2	5	18	0	235	4	0	0	1	2	1	0	0	0	2	8	4	0	0	0	9	0	0	4	0	0	1	5	0	0	0	2	23	7	0	0	0	3	1	0	0	0	0	1	0	0	0
Otu000229_Flavobacteriaceae_unclassified	0	198	0	50	1	17	0	65	0	61	9	0	0	14	0	8	0	0	1	13	0	29	84	0	0	0	39	0	0	15	34	2	0	0	7	0	0	0	64	0	0	37	1	0	0	1	89	0	0	0	0	0	10	0	7	2	0	0	83	0	0	17	0	0	0	0	0	0	22	28	6	0	1	9	5	19	0	4	9	11	10	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	114	7	0	0	0
Otu000230_Massilia	0	1	0	81	0	18	1	1	0	0	31	0	24	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	2	0	2	0	0	0	0	8	0	0	111	0	0	0	0	2	2	0	0	0	0	7	2	6	1	2	0	0	7	25	8	18	9	3	4	0	7	6	31	5	2	9	1	0	2	2	1	0	2	6	1	3	5	47	8	0	0	0	0	0	2	3	7	0	6	37	105	1	0	26	1	4
Otu000233_Tabrizicola	144	11	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	1	9	0	0	3	0	0	0	0	0	0	0	0	55	2	0	1	0	0	0	0	0	0	2	1	0	0	0	92	1	7	4	5	15	7	5	1	10	11	0	3	0	5	182	124	0	12	5	3	0	23	8	2	0	0	1	5	0	0	4	0	17	15	3	0	0	8	132	9	10	1	3	12	0	4	1	20	2	0
Otu000234_uncultured	46	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	5	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	9	30	8	0	19	0	17	6	3	6	66	6	2	50	12	8	1	33	8	26	7	54	0	2	0	0	0	11	13	1	15	0	5	19	0	0	0	58	5	2	28	1	7	3	4	64	10	3	33	0
